Ensembl Gene ID	Ensembl Protein ID
ENSG00000076604	ENSP00000396602
ENSG00000076604	ENSP00000415789
ENSG00000076604	ENSP00000438154
ENSG00000076604	ENSP00000464097
ENSG00000076604	ENSP00000464583
ENSG00000076604	ENSP00000465164
ENSG00000076604	ENSP00000466306
ENSG00000076604	ENSP00000468107
ENSG00000076604	ENSP00000481248
ENSG00000076641	ENSP00000220597
ENSG00000076662	ENSP00000160262
ENSG00000076662	ENSP00000466081
ENSG00000076662	ENSP00000466501
ENSG00000076662	ENSP00000467232
ENSG00000076662	ENSP00000467770
ENSG00000076662	ENSP00000468230
ENSG00000076662	ENSP00000468282
ENSG00000076662	ENSP00000468333
ENSG00000076706	ENSP00000264036
ENSG00000076770	ENSP00000359876
ENSG00000076770	ENSP00000359881
ENSG00000076770	ENSP00000359886
ENSG00000076770	ENSP00000359890
ENSG00000076770	ENSP00000359894
ENSG00000076770	ENSP00000377848
ENSG00000076770	ENSP00000402128
ENSG00000076770	ENSP00000406014
ENSG00000076770	ENSP00000412065
ENSG00000076770	ENSP00000439618
ENSG00000076864	ENSP00000290101
ENSG00000076864	ENSP00000315420
ENSG00000076864	ENSP00000363893
ENSG00000076864	ENSP00000363895
ENSG00000076864	ENSP00000363897
ENSG00000076864	ENSP00000392717
ENSG00000076864	ENSP00000431364
ENSG00000076864	ENSP00000434033
ENSG00000076864	ENSP00000441661
ENSG00000076928	ENSP00000337261
ENSG00000076928	ENSP00000344429
ENSG00000076928	ENSP00000346532
ENSG00000076928	ENSP00000367394
ENSG00000076928	ENSP00000469409
ENSG00000076928	ENSP00000469735
ENSG00000076928	ENSP00000470042
ENSG00000076928	ENSP00000470557
ENSG00000076928	ENSP00000470715
ENSG00000076928	ENSP00000471942
ENSG00000076928	ENSP00000472466
ENSG00000076928	ENSP00000473229
ENSG00000077044	ENSP00000264057
ENSG00000077044	ENSP00000386455
ENSG00000077044	ENSP00000390970
ENSG00000077044	ENSP00000395530
ENSG00000077044	ENSP00000407938
ENSG00000077044	ENSP00000479051
ENSG00000077044	ENSP00000485047
ENSG00000077147	ENSP00000360184
ENSG00000077147	ENSP00000401152
ENSG00000077150	ENSP00000189444
ENSG00000077150	ENSP00000358983
ENSG00000077150	ENSP00000410256
ENSG00000077150	ENSP00000470826
ENSG00000077150	ENSP00000471586
ENSG00000077150	ENSP00000480211
ENSG00000077152	ENSP00000356243
ENSG00000077232	ENSP00000264065
ENSG00000077232	ENSP00000389483
ENSG00000077232	ENSP00000400096
ENSG00000077232	ENSP00000441560
ENSG00000077232	ENSP00000479930
ENSG00000077232	ENSP00000481044
ENSG00000077312	ENSP00000243563
ENSG00000077312	ENSP00000469224
ENSG00000077312	ENSP00000470534
ENSG00000077312	ENSP00000471230
ENSG00000077312	ENSP00000472258
ENSG00000077312	ENSP00000472355
ENSG00000077312	ENSP00000472449
ENSG00000077348	ENSP00000221233
ENSG00000077348	ENSP00000471002
ENSG00000077348	ENSP00000471557
ENSG00000077348	ENSP00000472396
ENSG00000077420	ENSP00000349237
ENSG00000077420	ENSP00000365411
ENSG00000077454	ENSP00000309689
ENSG00000077454	ENSP00000419674
ENSG00000077454	ENSP00000419870
ENSG00000077454	ENSP00000483999
ENSG00000077458	ENSP00000351631
ENSG00000077458	ENSP00000381248
ENSG00000077458	ENSP00000437366
ENSG00000077458	ENSP00000441168
ENSG00000077458	ENSP00000442652
ENSG00000077458	ENSP00000443440
ENSG00000077458	ENSP00000444087
ENSG00000077458	ENSP00000445612
ENSG00000077514	ENSP00000263681
ENSG00000077514	ENSP00000431239
ENSG00000077514	ENSP00000432233
ENSG00000077514	ENSP00000432951
ENSG00000077514	ENSP00000432969
ENSG00000077514	ENSP00000436018
ENSG00000077514	ENSP00000436781
ENSG00000077514	ENSP00000437231
ENSG00000077585	ENSP00000355551
ENSG00000077585	ENSP00000395814
ENSG00000077585	ENSP00000401841
ENSG00000077713	ENSP00000217909
ENSG00000078070	ENSP00000265594
ENSG00000078070	ENSP00000418979
ENSG00000078070	ENSP00000419328
ENSG00000078070	ENSP00000419658
ENSG00000078070	ENSP00000419898
ENSG00000078070	ENSP00000420088
ENSG00000078070	ENSP00000420223
ENSG00000078070	ENSP00000420433
ENSG00000078070	ENSP00000420591
ENSG00000078070	ENSP00000420648
ENSG00000078070	ENSP00000441253
ENSG00000078070	ENSP00000480435
ENSG00000078070	ENSP00000486824
ENSG00000078081	ENSP00000265598
ENSG00000078081	ENSP00000418912
ENSG00000078081	ENSP00000419059
ENSG00000078081	ENSP00000420589
ENSG00000078177	ENSP00000261435
ENSG00000078177	ENSP00000422057
ENSG00000078177	ENSP00000422436
ENSG00000078177	ENSP00000426430
ENSG00000078237	ENSP00000179259
ENSG00000078237	ENSP00000488928
ENSG00000078269	ENSP00000347792
ENSG00000078269	ENSP00000356079
ENSG00000078269	ENSP00000356080
ENSG00000078269	ENSP00000356089
ENSG00000078269	ENSP00000411202
ENSG00000078269	ENSP00000436657
ENSG00000078401	ENSP00000368683
ENSG00000078589	ENSP00000171757
ENSG00000078589	ENSP00000443138
ENSG00000078596	ENSP00000362395
ENSG00000078596	ENSP00000415533
ENSG00000078668	ENSP00000022615
ENSG00000078668	ENSP00000428029
ENSG00000078668	ENSP00000428519
ENSG00000078668	ENSP00000428845
ENSG00000078668	ENSP00000428977
ENSG00000078668	ENSP00000429006
ENSG00000078668	ENSP00000430373
ENSG00000078668	ENSP00000430908
ENSG00000078804	ENSP00000363942
ENSG00000078804	ENSP00000363943
ENSG00000078804	ENSP00000395784
ENSG00000078804	ENSP00000404410
ENSG00000078808	ENSP00000263741
ENSG00000078808	ENSP00000353094
ENSG00000078808	ENSP00000384207
ENSG00000078808	ENSP00000435962
ENSG00000078902	ENSP00000263646
ENSG00000078902	ENSP00000314733
ENSG00000078902	ENSP00000432668
ENSG00000078902	ENSP00000432778
ENSG00000078902	ENSP00000434035
ENSG00000078902	ENSP00000434494
ENSG00000078902	ENSP00000436393
ENSG00000078967	ENSP00000222402
ENSG00000078967	ENSP00000391678
ENSG00000078967	ENSP00000397406
ENSG00000078967	ENSP00000401824
ENSG00000078967	ENSP00000407196
ENSG00000078967	ENSP00000410897
ENSG00000078967	ENSP00000411738
ENSG00000078967	ENSP00000414331
ENSG00000078967	ENSP00000442350
ENSG00000079215	ENSP00000265113
ENSG00000079215	ENSP00000371343
ENSG00000079215	ENSP00000420992
ENSG00000079215	ENSP00000424986
ENSG00000079215	ENSP00000427203
ENSG00000079215	ENSP00000477672
ENSG00000079215	ENSP00000483657
ENSG00000079246	ENSP00000375977
ENSG00000079246	ENSP00000375978
ENSG00000079246	ENSP00000395108
ENSG00000079246	ENSP00000401318
ENSG00000079257	ENSP00000264265
ENSG00000079257	ENSP00000419373
ENSG00000079308	ENSP00000171887
ENSG00000079308	ENSP00000308321
ENSG00000079308	ENSP00000393925
ENSG00000079308	ENSP00000394171
ENSG00000079308	ENSP00000395615
ENSG00000079308	ENSP00000400383
ENSG00000079308	ENSP00000404477
ENSG00000079308	ENSP00000405460
ENSG00000079308	ENSP00000406016
ENSG00000079308	ENSP00000408724
ENSG00000079308	ENSP00000411349
ENSG00000079308	ENSP00000414704
ENSG00000079308	ENSP00000480559
ENSG00000079308	ENSP00000484271
ENSG00000079335	ENSP00000336739
ENSG00000079335	ENSP00000354916
ENSG00000079335	ENSP00000359142
ENSG00000079335	ENSP00000388501
ENSG00000079335	ENSP00000489217
ENSG00000079385	ENSP00000161559
ENSG00000079385	ENSP00000244291
ENSG00000079385	ENSP00000351165
ENSG00000079385	ENSP00000384083
ENSG00000079385	ENSP00000384709
ENSG00000079385	ENSP00000471566
ENSG00000079385	ENSP00000471918
ENSG00000079385	ENSP00000472633
ENSG00000079435	ENSP00000244289
ENSG00000079435	ENSP00000469030
ENSG00000079435	ENSP00000469268
ENSG00000079435	ENSP00000469545
ENSG00000079435	ENSP00000469990
ENSG00000079435	ENSP00000472218
ENSG00000079435	ENSP00000472531
ENSG00000079459	ENSP00000220584
ENSG00000079459	ENSP00000390367
ENSG00000079459	ENSP00000431649
ENSG00000079459	ENSP00000431749
ENSG00000079459	ENSP00000431852
ENSG00000079459	ENSP00000432331
ENSG00000079459	ENSP00000432551
ENSG00000079459	ENSP00000433985
ENSG00000079459	ENSP00000434714
ENSG00000079459	ENSP00000434770
ENSG00000079459	ENSP00000435900
ENSG00000079459	ENSP00000436069
ENSG00000079459	ENSP00000444248
ENSG00000079459	ENSP00000480828
ENSG00000079459	ENSP00000481481
ENSG00000079459	ENSP00000484122
ENSG00000079459	ENSP00000485229
ENSG00000079462	ENSP00000262890
ENSG00000079462	ENSP00000444935
ENSG00000079462	ENSP00000469352
ENSG00000079462	ENSP00000470753
ENSG00000079462	ENSP00000471933
ENSG00000079462	ENSP00000472950
ENSG00000079462	ENSP00000473065
ENSG00000079616	ENSP00000160827
ENSG00000079616	ENSP00000383562
ENSG00000079616	ENSP00000454957
ENSG00000079616	ENSP00000455702
ENSG00000079616	ENSP00000456165
ENSG00000079616	ENSP00000457176
ENSG00000079616	ENSP00000460077
ENSG00000079739	ENSP00000360124
ENSG00000079739	ENSP00000360125
ENSG00000079739	ENSP00000443449
ENSG00000079785	ENSP00000233084
ENSG00000079785	ENSP00000370745
ENSG00000079785	ENSP00000413767
ENSG00000079785	ENSP00000482416
ENSG00000079785	ENSP00000484958
ENSG00000079999	ENSP00000171111
ENSG00000079999	ENSP00000377245
ENSG00000079999	ENSP00000465024
ENSG00000079999	ENSP00000465126
ENSG00000079999	ENSP00000466704
ENSG00000079999	ENSP00000467601
ENSG00000079999	ENSP00000468014
ENSG00000079999	ENSP00000468671
ENSG00000080200	ENSP00000374273
ENSG00000080200	ENSP00000418420
ENSG00000080298	ENSP00000303847
ENSG00000080298	ENSP00000351574
ENSG00000080298	ENSP00000371414
ENSG00000080298	ENSP00000371434
ENSG00000080298	ENSP00000399352
ENSG00000080298	ENSP00000400026
ENSG00000080298	ENSP00000405664
ENSG00000080298	ENSP00000410988
ENSG00000080298	ENSP00000411756
ENSG00000080298	ENSP00000415594
ENSG00000080298	ENSP00000416189
ENSG00000080298	ENSP00000482598
ENSG00000080371	ENSP00000261263
ENSG00000080546	ENSP00000306734
ENSG00000080546	ENSP00000349061
ENSG00000080546	ENSP00000393762
ENSG00000080573	ENSP00000264828
ENSG00000080608	ENSP00000380982
ENSG00000080608	ENSP00000474467
ENSG00000080819	ENSP00000264193
ENSG00000080819	ENSP00000424924
ENSG00000080819	ENSP00000425880
ENSG00000080822	ENSP00000340247
ENSG00000080822	ENSP00000377734
ENSG00000080822	ENSP00000377735
ENSG00000080822	ENSP00000377739
ENSG00000080822	ENSP00000420913
ENSG00000080822	ENSP00000421226
ENSG00000080822	ENSP00000421413
ENSG00000080822	ENSP00000422116
ENSG00000080822	ENSP00000422428
ENSG00000080822	ENSP00000423093
ENSG00000080822	ENSP00000423151
ENSG00000080822	ENSP00000423590
ENSG00000080822	ENSP00000423592
ENSG00000080822	ENSP00000423732
ENSG00000080822	ENSP00000424484
ENSG00000080822	ENSP00000424589
ENSG00000080822	ENSP00000424669
ENSG00000080822	ENSP00000425204
ENSG00000080822	ENSP00000425256
ENSG00000080822	ENSP00000425539
ENSG00000080822	ENSP00000426164
ENSG00000080822	ENSP00000426869
ENSG00000080822	ENSP00000427042
ENSG00000080822	ENSP00000427119
ENSG00000080822	ENSP00000427385
ENSG00000080822	ENSP00000427658
ENSG00000080824	ENSP00000216281
ENSG00000080824	ENSP00000335153
ENSG00000080824	ENSP00000450712
ENSG00000080824	ENSP00000451400
ENSG00000080824	ENSP00000452241
ENSG00000080824	ENSP00000489370
ENSG00000080854	ENSP00000317980
ENSG00000080854	ENSP00000434026
ENSG00000080854	ENSP00000435989
ENSG00000080854	ENSP00000436552
ENSG00000080986	ENSP00000261597
ENSG00000080986	ENSP00000458236
ENSG00000080986	ENSP00000461227
ENSG00000080986	ENSP00000476919
ENSG00000081041	ENSP00000427279
ENSG00000081059	ENSP00000340347
ENSG00000081059	ENSP00000367822
ENSG00000081059	ENSP00000378469
ENSG00000081059	ENSP00000378472
ENSG00000081059	ENSP00000427758
ENSG00000081059	ENSP00000427782
ENSG00000081059	ENSP00000427870
ENSG00000081059	ENSP00000427968
ENSG00000081059	ENSP00000429178
ENSG00000081059	ENSP00000429547
ENSG00000081059	ENSP00000429696
ENSG00000081059	ENSP00000429817
ENSG00000081059	ENSP00000429935
ENSG00000081059	ENSP00000429946
ENSG00000081059	ENSP00000430179
ENSG00000081059	ENSP00000430617
ENSG00000081059	ENSP00000431095
ENSG00000081087	ENSP00000193322
ENSG00000081087	ENSP00000398556
ENSG00000081181	ENSP00000261783
ENSG00000081189	ENSP00000340874
ENSG00000081189	ENSP00000389610
ENSG00000081189	ENSP00000396219
ENSG00000081189	ENSP00000421925
ENSG00000081189	ENSP00000422390
ENSG00000081189	ENSP00000423597
ENSG00000081189	ENSP00000423656
ENSG00000081189	ENSP00000423826
ENSG00000081189	ENSP00000424331
ENSG00000081189	ENSP00000424606
ENSG00000081189	ENSP00000425636
ENSG00000081189	ENSP00000426442
ENSG00000081189	ENSP00000426465
ENSG00000081189	ENSP00000426665
ENSG00000081189	ENSP00000427163
ENSG00000081189	ENSP00000427286
ENSG00000081189	ENSP00000427309
ENSG00000081189	ENSP00000485972
ENSG00000081189	ENSP00000486490
ENSG00000081189	ENSP00000486554
ENSG00000081189	ENSP00000486932
ENSG00000081189	ENSP00000487157
ENSG00000081189	ENSP00000487184
ENSG00000081189	ENSP00000487311
ENSG00000081189	ENSP00000487430
ENSG00000081189	ENSP00000487437
ENSG00000081189	ENSP00000487538
ENSG00000081237	ENSP00000306782
ENSG00000081237	ENSP00000356334
ENSG00000081237	ENSP00000356337
ENSG00000081237	ENSP00000356349
ENSG00000081237	ENSP00000393360
ENSG00000081237	ENSP00000405494
ENSG00000081237	ENSP00000411355
ENSG00000081237	ENSP00000433536
ENSG00000081237	ENSP00000469141
ENSG00000081307	ENSP00000264991
ENSG00000081307	ENSP00000348565
ENSG00000081307	ENSP00000417879
ENSG00000081307	ENSP00000417905
ENSG00000081307	ENSP00000418569
ENSG00000081307	ENSP00000418807
ENSG00000081307	ENSP00000420055
ENSG00000081307	ENSP00000424984
ENSG00000081307	ENSP00000427233
ENSG00000081320	ENSP00000263955
ENSG00000081320	ENSP00000386853
ENSG00000081320	ENSP00000399755
ENSG00000081320	ENSP00000413289
ENSG00000081320	ENSP00000475843
ENSG00000081870	ENSP00000194214
ENSG00000081870	ENSP00000360427
ENSG00000081870	ENSP00000360428
ENSG00000081870	ENSP00000360429
ENSG00000081985	ENSP00000262345
ENSG00000081985	ENSP00000360039
ENSG00000081985	ENSP00000400959
ENSG00000081985	ENSP00000442443
ENSG00000081985	ENSP00000445276
ENSG00000082014	ENSP00000262188
ENSG00000082014	ENSP00000349254
ENSG00000082014	ENSP00000376558
ENSG00000082014	ENSP00000417145
ENSG00000082014	ENSP00000417908
ENSG00000082014	ENSP00000419886
ENSG00000082074	ENSP00000316460
ENSG00000082074	ENSP00000420989
ENSG00000082074	ENSP00000421988
ENSG00000082074	ENSP00000423888
ENSG00000082074	ENSP00000424919
ENSG00000082074	ENSP00000425845
ENSG00000082074	ENSP00000426346
ENSG00000082074	ENSP00000426597
ENSG00000082074	ENSP00000427114
ENSG00000082153	ENSP00000386474
ENSG00000082153	ENSP00000386837
ENSG00000082153	ENSP00000387086
ENSG00000082153	ENSP00000390766
ENSG00000082153	ENSP00000393587
ENSG00000082153	ENSP00000394316
ENSG00000082153	ENSP00000395673
ENSG00000082153	ENSP00000407268
ENSG00000082153	ENSP00000412072
ENSG00000082212	ENSP00000321070
ENSG00000082212	ENSP00000372384
ENSG00000082213	ENSP00000326879
ENSG00000082213	ENSP00000421667
ENSG00000082213	ENSP00000423039
ENSG00000082213	ENSP00000428898
ENSG00000082213	ENSP00000430261
ENSG00000082213	ENSP00000430860
ENSG00000082258	ENSP00000264157
ENSG00000082258	ENSP00000295238
ENSG00000082258	ENSP00000387436
ENSG00000082258	ENSP00000399497
ENSG00000082258	ENSP00000400298
ENSG00000082258	ENSP00000402512
ENSG00000082258	ENSP00000404653
ENSG00000082258	ENSP00000415120
ENSG00000082397	ENSP00000341138
ENSG00000082397	ENSP00000343158
ENSG00000082397	ENSP00000382981
ENSG00000082397	ENSP00000441174
ENSG00000082397	ENSP00000442091
ENSG00000082397	ENSP00000461937
ENSG00000082397	ENSP00000462338
ENSG00000082397	ENSP00000462692
ENSG00000082397	ENSP00000462783
ENSG00000082397	ENSP00000463122
ENSG00000082397	ENSP00000463289
ENSG00000082397	ENSP00000463707
ENSG00000082397	ENSP00000464020
ENSG00000082397	ENSP00000464148
ENSG00000082397	ENSP00000464336
ENSG00000082397	ENSP00000464533
ENSG00000082397	ENSP00000464570
ENSG00000082397	ENSP00000487780
ENSG00000082397	ENSP00000487786
ENSG00000082397	ENSP00000487915
ENSG00000082397	ENSP00000488037
ENSG00000082397	ENSP00000488095
ENSG00000082397	ENSP00000488626
ENSG00000082397	ENSP00000488647
ENSG00000082397	ENSP00000489405
ENSG00000082458	ENSP00000194900
ENSG00000082458	ENSP00000363475
ENSG00000082458	ENSP00000363480
ENSG00000082458	ENSP00000441393
ENSG00000082516	ENSP00000285873
ENSG00000083097	ENSP00000195654
ENSG00000083097	ENSP00000237163
ENSG00000083097	ENSP00000358754
ENSG00000083097	ENSP00000474846
ENSG00000083123	ENSP00000318351
ENSG00000083123	ENSP00000348880
ENSG00000083123	ENSP00000358775
ENSG00000083168	ENSP00000265713
ENSG00000083168	ENSP00000380136
ENSG00000083168	ENSP00000385888
ENSG00000083168	ENSP00000396699
ENSG00000083168	ENSP00000399638
ENSG00000083168	ENSP00000430606
ENSG00000083290	ENSP00000354877
ENSG00000083290	ENSP00000378914
ENSG00000083290	ENSP00000464892
ENSG00000083290	ENSP00000465666
ENSG00000083290	ENSP00000467277
ENSG00000083312	ENSP00000336712
ENSG00000083312	ENSP00000425118
ENSG00000083312	ENSP00000428899
ENSG00000083312	ENSP00000430312
ENSG00000083312	ENSP00000474059
ENSG00000083444	ENSP00000196061
ENSG00000083444	ENSP00000405372
ENSG00000083444	ENSP00000414443
ENSG00000083454	ENSP00000225328
ENSG00000083454	ENSP00000342161
ENSG00000083454	ENSP00000447545
ENSG00000083454	ENSP00000447815
ENSG00000083454	ENSP00000448355
ENSG00000083454	ENSP00000449495
ENSG00000083454	ENSP00000450006
ENSG00000083454	ENSP00000467707
ENSG00000083635	ENSP00000368459
ENSG00000083720	ENSP00000196371
ENSG00000083720	ENSP00000421143
ENSG00000083720	ENSP00000423144
ENSG00000083720	ENSP00000425348
ENSG00000083799	ENSP00000308928
ENSG00000083799	ENSP00000381574
ENSG00000083799	ENSP00000392025
ENSG00000083799	ENSP00000454515
ENSG00000083799	ENSP00000455535
ENSG00000083799	ENSP00000456488
ENSG00000083799	ENSP00000456912
ENSG00000083799	ENSP00000457108
ENSG00000083799	ENSP00000457576
ENSG00000083799	ENSP00000458507
ENSG00000083799	ENSP00000462134
ENSG00000083799	ENSP00000463197
ENSG00000083817	ENSP00000196489
ENSG00000083838	ENSP00000336565
ENSG00000083838	ENSP00000470963
ENSG00000083838	ENSP00000472219
ENSG00000083838	ENSP00000472802
ENSG00000083838	ENSP00000478778
ENSG00000083838	ENSP00000484676
ENSG00000084073	ENSP00000361845
ENSG00000084090	ENSP00000338030
ENSG00000084090	ENSP00000409410
ENSG00000084112	ENSP00000315713
ENSG00000084112	ENSP00000326107
ENSG00000084112	ENSP00000446652
ENSG00000084112	ENSP00000447629
ENSG00000084112	ENSP00000448586
ENSG00000084112	ENSP00000448824
ENSG00000084207	ENSP00000381604
ENSG00000084207	ENSP00000381607
ENSG00000084207	ENSP00000484686
ENSG00000084207	ENSP00000484929
ENSG00000084444	ENSP00000197268
ENSG00000084444	ENSP00000394063
ENSG00000084444	ENSP00000437974
ENSG00000084652	ENSP00000362711
ENSG00000084652	ENSP00000362712
ENSG00000084733	ENSP00000264710
ENSG00000084734	ENSP00000264717
ENSG00000084734	ENSP00000398303
ENSG00000084734	ENSP00000399463
ENSG00000084734	ENSP00000416917
ENSG00000084774	ENSP00000264705
ENSG00000084774	ENSP00000384510
ENSG00000084774	ENSP00000388740
ENSG00000084774	ENSP00000405416
ENSG00000084774	ENSP00000414742
ENSG00000085063	ENSP00000340210
ENSG00000085063	ENSP00000379191
ENSG00000085063	ENSP00000402425
ENSG00000085063	ENSP00000403511
ENSG00000085063	ENSP00000404822
ENSG00000085063	ENSP00000410182
ENSG00000085063	ENSP00000432362
ENSG00000085063	ENSP00000432942
ENSG00000085063	ENSP00000434617
ENSG00000085063	ENSP00000435179
ENSG00000085063	ENSP00000436497
ENSG00000085063	ENSP00000436737
ENSG00000085063	ENSP00000437122
ENSG00000085117	ENSP00000227155
ENSG00000085117	ENSP00000339686
ENSG00000085117	ENSP00000431767
ENSG00000085117	ENSP00000433036
ENSG00000085117	ENSP00000433151
ENSG00000085117	ENSP00000433788
ENSG00000085117	ENSP00000433804
ENSG00000085117	ENSP00000435661
ENSG00000085117	ENSP00000435682
ENSG00000085117	ENSP00000436403
ENSG00000085185	ENSP00000218147
ENSG00000085185	ENSP00000399483
ENSG00000085185	ENSP00000416520
ENSG00000085185	ENSP00000437775
ENSG00000085185	ENSP00000476643
ENSG00000085185	ENSP00000484149
ENSG00000085265	ENSP00000360871
ENSG00000085265	ENSP00000479379
ENSG00000085377	ENSP00000358106
ENSG00000085377	ENSP00000401796
ENSG00000085415	ENSP00000262124
ENSG00000085415	ENSP00000382779
ENSG00000085415	ENSP00000466234
ENSG00000085415	ENSP00000466959
ENSG00000085415	ENSP00000467276
ENSG00000085415	ENSP00000467605
ENSG00000085433	ENSP00000350301
ENSG00000085433	ENSP00000354339
ENSG00000085433	ENSP00000358979
ENSG00000085433	ENSP00000358982
ENSG00000085433	ENSP00000383599
ENSG00000085433	ENSP00000433452
ENSG00000085433	ENSP00000434289
ENSG00000085433	ENSP00000434868
ENSG00000085433	ENSP00000437171
ENSG00000085465	ENSP00000358747
ENSG00000085514	ENSP00000198536
ENSG00000085514	ENSP00000340109
ENSG00000085514	ENSP00000377569
ENSG00000085514	ENSP00000390026
ENSG00000085514	ENSP00000415111
ENSG00000085563	ENSP00000265724
ENSG00000085563	ENSP00000399419
ENSG00000085563	ENSP00000444095
ENSG00000085563	ENSP00000478255
ENSG00000085733	ENSP00000301843
ENSG00000085733	ENSP00000317189
ENSG00000085733	ENSP00000365745
ENSG00000085733	ENSP00000431421
ENSG00000085733	ENSP00000436613
ENSG00000085760	ENSP00000263629
ENSG00000085760	ENSP00000378099
ENSG00000085760	ENSP00000383880
ENSG00000085760	ENSP00000384481
ENSG00000085760	ENSP00000388640
ENSG00000085760	ENSP00000393025
ENSG00000085760	ENSP00000393337
ENSG00000085760	ENSP00000399531
ENSG00000085760	ENSP00000403492
ENSG00000085760	ENSP00000416057
ENSG00000085840	ENSP00000360621
ENSG00000085840	ENSP00000360623
ENSG00000085871	ENSP00000265498
ENSG00000085871	ENSP00000423008
ENSG00000085871	ENSP00000424278
ENSG00000085871	ENSP00000482639
ENSG00000085978	ENSP00000318259
ENSG00000085978	ENSP00000362625
ENSG00000085978	ENSP00000375872
ENSG00000085978	ENSP00000375873
ENSG00000085978	ENSP00000375875
ENSG00000085978	ENSP00000375876
ENSG00000085978	ENSP00000397512
ENSG00000085978	ENSP00000398773
ENSG00000085978	ENSP00000409215
ENSG00000085978	ENSP00000412046
ENSG00000085982	ENSP00000251722
ENSG00000085982	ENSP00000386664
ENSG00000085982	ENSP00000387898
ENSG00000085982	ENSP00000388121
ENSG00000085982	ENSP00000394133
ENSG00000085982	ENSP00000394154
ENSG00000085982	ENSP00000407696
ENSG00000085982	ENSP00000408853
ENSG00000085982	ENSP00000415434
ENSG00000085998	ENSP00000361052
ENSG00000085998	ENSP00000361060
ENSG00000085998	ENSP00000379698
ENSG00000085999	ENSP00000361043
ENSG00000085999	ENSP00000396113
ENSG00000085999	ENSP00000476642
ENSG00000085999	ENSP00000477172
ENSG00000085999	ENSP00000477729
ENSG00000085999	ENSP00000479155
ENSG00000085999	ENSP00000479734
ENSG00000085999	ENSP00000479823
ENSG00000085999	ENSP00000479995
ENSG00000085999	ENSP00000480207
ENSG00000085999	ENSP00000483843
ENSG00000086061	ENSP00000369127
ENSG00000086200	ENSP00000316651
ENSG00000086200	ENSP00000386992
ENSG00000086200	ENSP00000387039
ENSG00000086200	ENSP00000395685
ENSG00000086200	ENSP00000398230
ENSG00000086200	ENSP00000421517
ENSG00000086200	ENSP00000425573
ENSG00000086200	ENSP00000427129
ENSG00000086200	ENSP00000427274
ENSG00000086289	ENSP00000199448
ENSG00000086289	ENSP00000409211
ENSG00000086289	ENSP00000413359
ENSG00000086289	ENSP00000425858
ENSG00000086300	ENSP00000343709
ENSG00000086300	ENSP00000379661
ENSG00000086300	ENSP00000386540
ENSG00000086300	ENSP00000387274
ENSG00000086300	ENSP00000393690
ENSG00000086300	ENSP00000395474
ENSG00000086300	ENSP00000408164
ENSG00000086300	ENSP00000478710
ENSG00000086544	ENSP00000263370
ENSG00000086544	ENSP00000472655
ENSG00000086619	ENSP00000264181
ENSG00000086619	ENSP00000346635
ENSG00000086619	ENSP00000355548
ENSG00000086712	ENSP00000369465
ENSG00000086712	ENSP00000381222
ENSG00000086758	ENSP00000262854
ENSG00000086758	ENSP00000340648
ENSG00000086758	ENSP00000403236
ENSG00000086758	ENSP00000413651
ENSG00000086758	ENSP00000479451
ENSG00000086758	ENSP00000483891
ENSG00000086758	ENSP00000484417
ENSG00000086827	ENSP00000200135
ENSG00000086827	ENSP00000439197
ENSG00000086827	ENSP00000440879
ENSG00000086967	ENSP00000350332
ENSG00000087008	ENSP00000348775
ENSG00000087008	ENSP00000413994
ENSG00000087008	ENSP00000421625
ENSG00000087008	ENSP00000427321
ENSG00000087053	ENSP00000343737
ENSG00000087053	ENSP00000345752
ENSG00000087053	ENSP00000376915
ENSG00000087053	ENSP00000386882
ENSG00000087053	ENSP00000396020
ENSG00000087074	ENSP00000200453
ENSG00000087074	ENSP00000469239
ENSG00000087076	ENSP00000263278
ENSG00000087076	ENSP00000469557
ENSG00000087076	ENSP00000471631
ENSG00000087076	ENSP00000472746
ENSG00000087085	ENSP00000241069
ENSG00000087085	ENSP00000303211
ENSG00000087085	ENSP00000390004
ENSG00000087085	ENSP00000394976
ENSG00000087085	ENSP00000396360
ENSG00000087085	ENSP00000397143
ENSG00000087085	ENSP00000399725
ENSG00000087085	ENSP00000400933
ENSG00000087085	ENSP00000403474
ENSG00000087085	ENSP00000404865
ENSG00000087085	ENSP00000410380
ENSG00000087085	ENSP00000414858
ENSG00000087085	ENSP00000415901
ENSG00000087191	ENSP00000310572
ENSG00000087191	ENSP00000364970
ENSG00000087191	ENSP00000462098
ENSG00000087191	ENSP00000462495
ENSG00000087191	ENSP00000463107
ENSG00000087191	ENSP00000463549
ENSG00000087191	ENSP00000463801
ENSG00000087191	ENSP00000463938
ENSG00000087191	ENSP00000464347
ENSG00000087191	ENSP00000464405
ENSG00000087191	ENSP00000464602
ENSG00000087191	ENSP00000464646
ENSG00000087237	ENSP00000200676
ENSG00000087237	ENSP00000369106
ENSG00000087237	ENSP00000456276
ENSG00000087250	ENSP00000200691
ENSG00000087250	ENSP00000455353
ENSG00000087250	ENSP00000455980
ENSG00000087250	ENSP00000457164
ENSG00000087258	ENSP00000262493
ENSG00000087258	ENSP00000262494
ENSG00000087258	ENSP00000454728
ENSG00000087258	ENSP00000454971
ENSG00000087258	ENSP00000455774
ENSG00000087258	ENSP00000457238
ENSG00000087258	ENSP00000477740
ENSG00000087263	ENSP00000337196
